ukprn,provider_name,academic_year,country,region,surplus_vs_income,staff_vs_income,unrestricted_vs_income,net_liquidity_days,external_borrowing_vs_income,current_ratio,debt_service_ratio,avg_salary,academic_salary,vc_avg_salary,vc_avg_remunerate,data_source
10005523,Rose Bruford College of Theatre and Performance,2017/18,England,London,-2.9,49.3,40.2,55,5.8,1.1,,44.612,51.167,2.017,1.825,HESA table-14
10005523,Rose Bruford College of Theatre and Performance,2018/19,England,London,0.1,45.8,46.2,166,0.0,2.1,,46.056,54.135,2.649,2.412,HESA table-14
10005523,Rose Bruford College of Theatre and Performance,2019/20,England,London,4.0,48.3,42.1,112,0.0,3.1,,39.956,45.581,3.128,3.023,HESA table-14
10005523,Rose Bruford College of Theatre and Performance,2020/21,England,London,-19.4,55.0,30.2,65,0.0,1.4,-6.8,43.516,49.689,2.873,2.739,HESA table-14
10005523,Rose Bruford College of Theatre and Performance,2021/22,England,London,-5.2,44.7,41.5,63,0.0,1.3,3.4,40.62,43.163,3.102,2.847,HESA table-14
10005523,Rose Bruford College of Theatre and Performance,2022/23,England,London,1.0,41.8,40.3,51,0.0,1.4,6.6,42.645,45.167,3.517,4.843,HESA table-14
10005523,Rose Bruford College of Theatre and Performance,2023/24,England,London,-4.0,40.9,38.8,50,0.0,1.4,0.0,,,,,HESA table-14
10005523,Rose Bruford College of Theatre and Performance,2024/25,England,London,0.7,43.3,39.2,49,0.0,1.4,0.0,,,,,HESA table-14
10005544,Royal Academy of Dance,2018/19,England,London,1.2,52.3,71.1,109,3.8,1.5,,,,,,HESA table-14
10005544,Royal Academy of Dance,2019/20,England,London,-16.9,67.8,117.7,102,10.2,1.2,,,,,,HESA table-14
10005544,Royal Academy of Dance,2020/21,England,London,9.8,57.8,116.5,243,18.2,2.2,18.8,,,,,HESA table-14
10005544,Royal Academy of Dance,2021/22,England,London,1.7,56.7,130.1,201,15.6,1.7,6.8,,,,,HESA table-14
10005544,Royal Academy of Dance,2022/23,England,London,-0.5,57.9,128.1,148,13.3,2.0,-2.6,,,,,HESA table-14
10005544,Royal Academy of Dance,2023/24,England,London,-5.7,59.1,124.9,120,13.0,1.3,-0.5,,,,,HESA table-14
10005544,Royal Academy of Dance,2024/25,England,London,-7.8,62.3,114.6,93,11.7,1.1,-0.8,,,,,HESA table-14
10005545,Royal Agricultural University,2015/16,England,South West,4.1,44.4,126.4,54,25.2,1.3,,,,,,HESA table-14
10005545,Royal Agricultural University,2016/17,England,South West,2.0,43.3,123.3,74,21.1,1.3,,35.96,,4.477,5.12,HESA table-14
10005545,Royal Agricultural University,2017/18,England,South West,12.6,39.9,120.7,43,16.3,1.1,,37.69,41.737,4.59,5.125,HESA table-14
10005545,Royal Agricultural University,2018/19,England,South West,3.8,49.0,131.9,72,16.9,1.9,,37.778,56.909,4.738,5.144,HESA table-14
10005545,Royal Agricultural University,2019/20,England,South West,-10.9,58.9,128.5,80,1.6,1.8,,39.348,57.275,4.651,5.022,HESA table-14
10005545,Royal Agricultural University,2020/21,England,South West,-9.3,59.6,133.1,68,1.0,2.3,-40.8,43.34,52.882,4.222,6.835,HESA table-14
10005545,Royal Agricultural University,2021/22,England,South West,-1.3,51.7,155.8,58,0.0,2.2,3.4,40.281,52.717,4.915,4.174,HESA table-14
10005545,Royal Agricultural University,2022/23,England,South West,-0.6,46.5,143.7,70,0.0,2.0,0.0,39.114,47.326,5.216,4.371,HESA table-14
10005545,Royal Agricultural University,2023/24,England,South West,-3.5,52.0,135.5,63,0.0,1.5,0.0,,,,,HESA table-14
10005545,Royal Agricultural University,2024/25,England,South West,-3.8,57.0,142.5,60,0.0,2.4,0.0,,,,,HESA table-14
10005553,Royal Holloway and Bedford New College,2015/16,England,South East,6.3,51.9,124.0,292,82.9,2.9,,,,,,HESA table-14
10005553,Royal Holloway and Bedford New College,2016/17,England,South East,3.4,55.0,126.5,125,71.6,1.3,,46.144,,6.523,5.624,HESA table-14
10005553,Royal Holloway and Bedford New College,2017/18,England,South East,2.4,54.0,123.0,55,67.0,0.8,,46.16,58.502,6.521,5.64,HESA table-14
10005553,Royal Holloway and Bedford New College,2018/19,England,South East,-18.6,70.4,96.5,72,74.2,1.2,,47.119,57.671,6.388,5.4,HESA table-14
10005553,Royal Holloway and Bedford New College,2019/20,England,South East,11.2,46.4,105.0,121,74.1,1.4,,48.613,59.375,6.192,4.986,HESA table-14
10005553,Royal Holloway and Bedford New College,2020/21,England,South East,5.6,52.9,108.2,177,73.7,1.7,7.8,44.771,53.659,6.433,5.001,HESA table-14
10005553,Royal Holloway and Bedford New College,2021/22,England,South East,-15.6,75.0,86.6,150,69.6,2.1,5.1,46.527,54.336,6.469,5.187,HESA table-14
10005553,Royal Holloway and Bedford New College,2022/23,England,South East,2.0,48.1,83.0,199,64.8,2.2,5.0,48.306,55.726,5.051,4.398,HESA table-14
10005553,Royal Holloway and Bedford New College,2023/24,England,South East,28.7,29.3,110.3,208,63.7,1.8,3.6,,,,,HESA table-14
10005553,Royal Holloway and Bedford New College,2024/25,England,South East,3.0,56.3,110.8,175,62.2,1.9,5.8,,,,,HESA table-14
10005561,Royal Conservatoire of Scotland,2015/16,Scotland,Scotland,-0.5,75.1,82.8,57,0.0,1.9,,,,,,HESA table-14
10005561,Royal Conservatoire of Scotland,2016/17,Scotland,Scotland,3.0,71.1,89.8,75,0.0,2.6,,30.306,,4.553,4.298,HESA table-14
10005561,Royal Conservatoire of Scotland,2017/18,Scotland,Scotland,2.0,73.7,101.6,81,0.0,3.1,,47.437,,2.951,2.753,HESA table-14
10005561,Royal Conservatoire of Scotland,2018/19,Scotland,Scotland,2.2,74.3,93.4,73,0.0,2.3,,38.043,46.189,3.759,3.489,HESA table-14
10005561,Royal Conservatoire of Scotland,2019/20,Scotland,Scotland,0.6,75.6,69.7,63,0.0,2.6,,38.953,47.418,3.748,3.496,HESA table-14
10005561,Royal Conservatoire of Scotland,2020/21,Scotland,Scotland,0.9,76.9,71.6,102,0.0,3.3,0.0,37.377,43.417,3.906,3.555,HESA table-14
10005561,Royal Conservatoire of Scotland,2021/22,Scotland,Scotland,-6.4,80.4,99.2,94,0.0,2.8,0.0,38.416,44.918,3.853,3.453,HESA table-14
10005561,Royal Conservatoire of Scotland,2022/23,Scotland,Scotland,-0.4,74.5,91.1,78,0.0,2.9,0.0,39.525,45.959,3.896,3.796,HESA table-14
10005561,Royal Conservatoire of Scotland,2023/24,Scotland,Scotland,6.2,70.1,85.9,68,3.8,3.4,0.0,,,,,HESA table-14
10005561,Royal Conservatoire of Scotland,2024/25,Scotland,Scotland,5.9,72.9,87.9,101,3.6,3.3,0.0,,,,,HESA table-14
10005700,SRUC,2015/16,Scotland,Scotland,6.8,53.1,9.8,41,0.5,1.3,,,,,,HESA table-14
10005700,SRUC,2016/17,Scotland,Scotland,3.7,55.1,-0.4,69,0.4,1.3,,30.671,,10.14,0.0,HESA table-14
10005700,SRUC,2017/18,Scotland,Scotland,3.0,57.0,9.2,71,0.3,1.7,,31.542,,6.182,6.056,HESA table-14
10005700,SRUC,2018/19,Scotland,Scotland,-0.4,55.4,2.1,97,6.4,1.7,,33.64,34.746,5.856,5.725,HESA table-14
10005700,SRUC,2019/20,Scotland,Scotland,-4.0,55.9,7.8,94,8.1,1.8,,35.352,34.389,5.657,5.842,HESA table-14
10005700,SRUC,2020/21,Scotland,Scotland,-1.1,58.4,2.2,133,7.5,1.5,11.6,34.387,33.277,5.845,6.103,HESA table-14
10005700,SRUC,2021/22,Scotland,Scotland,-0.9,54.9,13.7,164,19.6,1.8,-0.7,34.908,38.212,5.844,6.02,HESA table-14
10005700,SRUC,2022/23,Scotland,Scotland,-6.8,59.2,19.5,95,26.9,1.8,-7.8,39.581,56.235,5.23,5.209,HESA table-14
10005700,SRUC,2023/24,Scotland,Scotland,-11.8,62.8,24.9,56,24.9,1.4,-6.7,,,,,HESA table-14
10005700,SRUC,2024/25,Scotland,Scotland,-5.9,61.0,7.8,31,22.3,1.0,-16.3,,,,,HESA table-14
10005790,Sheffield Hallam University,2015/16,England,Yorkshire and The Humber,1.2,62.6,61.9,170,25.9,2.8,,,,,,HESA table-14
10005790,Sheffield Hallam University,2016/17,England,Yorkshire and The Humber,-1.0,65.0,67.9,168,24.9,3.0,,37.729,,6.361,6.14,HESA table-14
10005790,Sheffield Hallam University,2017/18,England,Yorkshire and The Humber,-4.7,66.0,79.0,167,23.2,3.1,,38.258,48.745,6.273,5.68,HESA table-14
10005790,Sheffield Hallam University,2018/19,England,Yorkshire and The Humber,-6.1,68.7,47.7,157,22.5,2.8,,38.869,48.736,6.175,5.43,HESA table-14
10005790,Sheffield Hallam University,2019/20,England,Yorkshire and The Humber,-2.9,67.0,29.7,172,21.8,3.0,,39.828,49.171,6.026,4.843,HESA table-14
10005790,Sheffield Hallam University,2020/21,England,Yorkshire and The Humber,-0.5,65.4,35.7,191,20.6,2.9,9.2,39.692,48.704,6.047,4.919,HESA table-14
10005790,Sheffield Hallam University,2021/22,England,Yorkshire and The Humber,-4.8,67.9,89.2,265,41.1,3.6,6.3,41.188,50.636,5.924,4.778,HESA table-14
10005790,Sheffield Hallam University,2022/23,England,Yorkshire and The Humber,-1.6,63.3,97.6,235,44.6,3.1,1.6,41.804,51.522,6.076,4.915,HESA table-14
10005790,Sheffield Hallam University,2023/24,England,Yorkshire and The Humber,-5.0,63.6,93.3,150,43.9,2.0,0.3,,,,,HESA table-14
10005790,Sheffield Hallam University,2024/25,England,Yorkshire and The Humber,-1.3,60.8,94.5,125,44.7,2.0,0.6,,,,,HESA table-14
10006022,Southampton Solent University,2015/16,England,South East,6.1,51.5,99.5,118,23.9,2.1,,,,,,HESA table-14
10006022,Southampton Solent University,2016/17,England,South East,4.3,56.2,109.1,122,22.4,1.9,,35.308,,6.033,5.617,HESA table-14
10006022,Southampton Solent University,2017/18,England,South East,7.0,53.8,118.4,121,28.9,1.2,,36.732,35.773,5.908,5.316,HESA table-14
10006022,Southampton Solent University,2018/19,England,South East,1.1,57.1,72.3,73,36.9,1.4,,37.73,34.971,5.884,5.303,HESA table-14
10006022,Southampton Solent University,2019/20,England,South East,-4.2,58.0,30.0,66,36.7,1.3,,39.141,36.831,5.135,4.413,HESA table-14
10006022,Southampton Solent University,2020/21,England,South East,0.1,52.2,46.1,98,31.6,1.6,3.4,39.546,37.285,5.31,3.871,HESA table-14
10006022,Southampton Solent University,2021/22,England,South East,-5.1,53.8,128.3,128,31.1,1.7,2.4,39.248,40.68,5.631,4.174,HESA table-14
10006022,Southampton Solent University,2022/23,England,South East,-3.0,51.8,145.0,81,20.5,1.2,0.9,40.688,36.813,5.554,4.412,HESA table-14
10006022,Southampton Solent University,2023/24,England,South East,-1.2,50.2,147.3,63,18.3,1.3,0.9,,,,,HESA table-14
10006093,Spurgeon's College,2019/20,England,London,-44.8,79.8,73.3,220,175.2,6.2,,,,,,HESA table-14
10006093,Spurgeon's College,2020/21,England,London,-21.7,64.3,421.9,33,145.6,1.6,-2.3,,,,,HESA table-14
10006093,Spurgeon's College,2021/22,England,London,-92.9,96.5,637.1,53,251.8,1.8,-0.6,,,,,HESA table-14
10006093,Spurgeon's College,2022/23,England,London,-165.8,100.8,491.5,58,460.4,2.5,-0.7,,,,,HESA table-14
10006093,Spurgeon's College,2023/24,England,London,-201.3,121.6,491.6,43,514.7,0.2,-0.8,,,,,HESA table-14
10006299,University of Staffordshire,2015/16,England,West Midlands,1.4,54.8,26.2,158,39.3,1.5,,,,,,HESA table-14
10006299,University of Staffordshire,2016/17,England,West Midlands,7.1,52.2,49.7,181,34.9,2.7,,37.49,,5.148,4.645,HESA table-14
10006299,University of Staffordshire,2017/18,England,West Midlands,-7.5,56.9,63.6,216,36.3,2.9,,36.451,40.753,5.597,5.333,HESA table-14
10006299,University of Staffordshire,2018/19,England,West Midlands,8.5,48.0,46.6,260,33.7,3.1,,37.753,42.62,6.622,5.797,HESA table-14
10006299,University of Staffordshire,2019/20,England,West Midlands,4.5,54.3,26.6,267,31.4,3.3,,38.653,41.655,6.132,5.534,HESA table-14
10006299,University of Staffordshire,2020/21,England,West Midlands,5.7,53.4,37.7,235,27.2,2.5,8.1,37.536,41.131,6.314,5.849,HESA table-14
10006299,University of Staffordshire,2021/22,England,West Midlands,7.9,50.3,113.5,211,23.3,2.5,7.9,38.836,42.713,5.794,5.486,HESA table-14
10006299,University of Staffordshire,2022/23,England,West Midlands,9.0,47.3,107.5,215,19.8,2.7,5.2,41.479,49.04,5.545,5.349,HESA table-14
10006299,University of Staffordshire,2023/24,England,West Midlands,4.4,49.1,106.8,118,18.8,3.2,3.3,,,,,HESA table-14
10006299,University of Staffordshire,2024/25,England,West Midlands,-55.2,107.9,123.6,86,19.7,3.5,4.4,,,,,HESA table-14
10006427,University for the Creative Arts,2015/16,England,South East,1.2,55.4,40.5,81,2.2,1.7,,,,,,HESA table-14
10006427,University for the Creative Arts,2016/17,England,South East,0.7,56.9,58.3,82,2.4,1.5,,32.984,,4.517,4.004,HESA table-14
10006427,University for the Creative Arts,2017/18,England,South East,-0.8,59.5,72.5,95,8.8,1.6,,33.791,26.053,6.215,5.649,HESA table-14
10006427,University for the Creative Arts,2018/19,England,South East,-0.4,59.2,51.8,96,13.2,1.5,,36.003,28.642,5.944,5.492,HESA table-14
10006427,University for the Creative Arts,2019/20,England,South East,2.7,55.4,25.5,99,18.5,1.7,,34.78,27.22,6.182,6.023,HESA table-14
10006427,University for the Creative Arts,2020/21,England,South East,-1.7,54.9,23.9,126,33.9,1.5,-1.0,36.387,29.103,5.991,5.748,HESA table-14
10006427,University for the Creative Arts,2021/22,England,South East,2.5,48.0,78.9,157,29.5,1.5,-12.1,33.542,25.201,6.857,6.328,HESA table-14
10006427,University for the Creative Arts,2022/23,England,South East,-1.5,39.7,75.9,123,23.3,1.2,7.6,36.12,30.188,6.645,6.451,HESA table-14
10006427,University for the Creative Arts,2023/24,England,South East,1.3,34.2,70.4,91,23.4,1.2,-2.1,,,,,HESA table-14
10006427,University for the Creative Arts,2024/25,England,South East,-3.6,28.8,57.8,44,17.2,1.0,-0.4,,,,,HESA table-14
10006566,The University of West London,2015/16,England,London,10.8,46.1,32.1,44,70.0,0.6,,,,,,HESA table-14
10006566,The University of West London,2016/17,England,London,9.6,45.6,52.9,79,58.9,3.0,,39.738,,6.291,5.79,HESA table-14
10006566,The University of West London,2017/18,England,London,7.8,46.2,66.5,124,51.9,3.0,,40.242,38.732,6.709,6.067,HESA table-14
10006566,The University of West London,2018/19,England,London,8.2,46.0,53.0,158,49.7,2.8,,42.812,39.806,6.914,6.179,HESA table-14
10006566,The University of West London,2019/20,England,London,8.5,46.3,42.8,195,48.0,3.1,,44.879,41.702,7.13,6.572,HESA table-14
10006566,The University of West London,2020/21,England,London,15.2,37.7,52.7,233,38.1,2.4,11.9,42.287,40.409,7.567,6.755,HESA table-14
10006566,The University of West London,2021/22,England,London,9.5,36.4,86.8,204,32.0,1.9,16.9,41.431,38.379,7.844,7.349,HESA table-14
10006566,The University of West London,2022/23,England,London,8.8,33.9,95.8,183,27.0,1.7,7.1,46.677,46.673,7.241,5.89,HESA table-14
10006566,The University of West London,2023/24,England,London,7.2,33.6,93.7,168,25.4,1.9,5.1,,,,,HESA table-14
10006566,The University of West London,2024/25,England,London,3.3,35.2,95.8,165,25.8,1.4,6.3,,,,,HESA table-14
10006840,The University of Birmingham,2015/16,England,West Midlands,13.0,47.7,161.9,130,10.8,1.6,,,,,,HESA table-14
10006840,The University of Birmingham,2016/17,England,West Midlands,5.9,50.0,176.2,143,10.8,1.6,,38.294,,8.905,10.293,HESA table-14
10006840,The University of Birmingham,2017/18,England,West Midlands,1.5,52.1,169.4,74,39.0,1.1,,38.235,31.923,8.919,9.283,HESA table-14
10006840,The University of Birmingham,2018/19,England,West Midlands,-16.6,72.4,145.3,60,36.5,0.9,,40.38,33.739,8.395,8.923,HESA table-14
10006840,The University of Birmingham,2019/20,England,West Midlands,9.1,47.1,146.9,87,35.1,1.0,,42.699,49.48,8.15,8.637,HESA table-14
10006840,The University of Birmingham,2020/21,England,West Midlands,4.2,54.6,142.9,92,33.8,1.0,8.3,47.656,52.485,7.323,6.771,HESA table-14
10006840,The University of Birmingham,2021/22,England,West Midlands,-17.4,72.4,112.8,72,30.0,1.2,6.5,44.985,46.873,7.469,10.4,HESA table-14
10006840,The University of Birmingham,2022/23,England,West Midlands,4.1,46.3,103.0,57,27.2,0.9,1.5,47.146,48.528,7.254,6.737,HESA table-14
10006840,The University of Birmingham,2023/24,England,West Midlands,21.3,25.8,121.8,112,26.5,1.1,1.3,,,,,HESA table-14
10006840,The University of Birmingham,2024/25,England,West Midlands,0.2,52.3,106.8,98,26.6,1.2,5.2,,,,,HESA table-14
10006841,University of Greater Manchester,2015/16,England,North West,1.9,57.5,93.3,169,4.7,1.8,,,,,,HESA table-14
10006841,University of Greater Manchester,2016/17,England,North West,-1.7,58.1,105.3,130,2.3,1.3,,38.956,,6.469,5.848,HESA table-14
10006841,University of Greater Manchester,2017/18,England,North West,-2.0,56.2,109.4,107,0.0,1.3,,39.523,49.446,6.503,5.886,HESA table-14
10006841,University of Greater Manchester,2018/19,England,North West,-1.5,57.5,51.6,92,11.6,1.9,,34.694,49.166,7.523,6.904,HESA table-14
10006841,University of Greater Manchester,2019/20,England,North West,-7.0,60.9,46.4,88,10.5,1.9,,33.931,45.258,7.839,7.328,HESA table-14
10006841,University of Greater Manchester,2020/21,England,North West,0.8,52.5,45.3,214,29.6,2.8,7.7,35.007,44.25,7.599,7.126,HESA table-14
10006841,University of Greater Manchester,2021/22,England,North West,-1.8,53.1,92.4,247,26.2,2.1,10.0,32.662,43.115,8.267,7.741,HESA table-14
10006841,University of Greater Manchester,2022/23,England,North West,-0.6,51.6,84.3,222,21.9,2.1,1.3,34.507,43.683,8.143,7.608,HESA table-14
10006841,University of Greater Manchester,2023/24,England,North West,-2.9,54.1,77.5,145,20.8,1.6,-3.4,,,,,HESA table-14
10006841,University of Greater Manchester,2024/25,England,North West,3.6,47.8,128.6,196,17.8,1.5,9.9,,,,,HESA table-14
10006842,The University of Liverpool,2015/16,England,North West,4.8,50.6,85.9,100,61.1,1.5,,,,,,HESA table-14
10006842,The University of Liverpool,2016/17,England,North West,8.4,50.3,93.8,100,57.7,1.6,,40.448,,6.601,7.341,HESA table-14
10006842,The University of Liverpool,2017/18,England,North West,4.8,52.5,98.5,111,55.0,1.5,,41.896,48.279,6.635,6.934,HESA table-14
10006842,The University of Liverpool,2018/19,England,North West,-11.7,67.5,83.1,72,51.9,1.4,,42.15,50.186,6.904,7.725,HESA table-14
10006842,The University of Liverpool,2019/20,England,North West,9.4,45.1,99.1,123,51.4,1.7,,42.877,54.988,7.02,6.639,HESA table-14
10006842,The University of Liverpool,2020/21,England,North West,4.3,54.9,101.6,98,50.2,1.3,8.8,43.708,56.27,6.887,6.457,HESA table-14
10006842,The University of Liverpool,2021/22,England,North West,-23.0,78.2,76.8,69,48.8,1.4,3.8,44.842,57.886,6.913,6.35,HESA table-14
10006842,The University of Liverpool,2022/23,England,North West,1.5,51.5,72.6,68,44.5,1.2,4.3,45.46,58.89,6.621,6.073,HESA table-14
10006842,The University of Liverpool,2023/24,England,North West,26.4,28.3,96.5,85,42.4,1.4,1.1,,,,,HESA table-14
10006842,The University of Liverpool,2024/25,England,North West,0.2,57.7,94.9,98,41.4,1.7,5.0,,,,,HESA table-14
10007114,University of the Highlands and Islands,2015/16,Scotland,Scotland,1.6,10.2,-1.6,57,1.7,1.5,,,,,,HESA table-14
10007114,University of the Highlands and Islands,2016/17,Scotland,Scotland,-0.5,10.3,-2.2,63,22.0,1.5,,36.624,,5.761,5.731,HESA table-14
10007114,University of the Highlands and Islands,2017/18,Scotland,Scotland,-3.1,12.2,3.9,51,44.6,1.5,,38.783,,5.518,5.507,HESA table-14
10007114,University of the Highlands and Islands,2018/19,Scotland,Scotland,-1.1,13.9,-4.5,65,42.6,1.4,,38.256,40.184,5.725,5.846,HESA table-14
10007114,University of the Highlands and Islands,2019/20,Scotland,Scotland,-0.1,10.2,-9.5,72,41.2,1.4,,39.67,41.192,4.487,3.956,HESA table-14
10007114,University of the Highlands and Islands,2020/21,Scotland,Scotland,-2.7,12.0,-11.4,69,24.5,1.2,60.1,39.912,38.6,4.735,4.286,HESA table-14
10007114,University of the Highlands and Islands,2021/22,Scotland,Scotland,-7.0,15.6,0.4,76,24.7,1.0,12.3,40.841,35.685,5.142,4.735,HESA table-14
10007114,University of the Highlands and Islands,2022/23,Scotland,Scotland,0.5,10.6,3.0,55,22.9,0.9,-12.6,43.258,33.765,5.063,4.449,HESA table-14
10007114,University of the Highlands and Islands,2023/24,Scotland,Scotland,4.7,7.4,6.2,46,21.5,0.9,-63.8,,,,,HESA table-14
10007114,University of the Highlands and Islands,2024/25,Scotland,Scotland,-2.4,10.5,4.8,33,22.1,0.9,-358.6,,,,,HESA table-14
